"ID","SourceText","Russian","English","Notes","Reasons","Packages","AllIDs","Locations"
"206588175055","<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Не наносит урона
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Почти бесшумна","<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Не наносит урона
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Почти бесшумна","","manual-translation","needs-english-after-memory-cleanup","jazz","206588175055","jazz:InventoryItem/SmokeGrenade.lua:14 | jazz:items.lua:31000"
"207401264401","<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Обеспечивает уверенное поражение целей обладающих 3-м классом брони
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Пораженные цели получают статус «<color EmStyle>Вне укрытия</color>» и лишаются его преимуществ","<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Обеспечивает уверенное поражение целей обладающих 3-м классом брони
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Пораженные цели получают статус «<color EmStyle>Вне укрытия</color>» и лишаются его преимуществ","","manual-translation","needs-english-after-memory-cleanup","jazz","207401264401 | 580519712367","jazz:InventoryItem/_762WP_Tracer.lua:14 | jazz:items.lua:9568 | jazz:InventoryItem/_556_Tracer.lua:14 | jazz:items.lua:9335"
"212902513488","<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Вызывает <color EmStyle>слепоту</color>
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Не наносит урона
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Высокая вероятность неудачи
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Почти бесшумна","<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Вызывает <color EmStyle>слепоту</color>
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Не наносит урона
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Высокая вероятность неудачи
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Почти бесшумна","","manual-translation","needs-english-after-memory-cleanup","jazz","212902513488","jazz:InventoryItem/TearGasGrenade.lua:14 | jazz:items.lua:31039"
"213348209507","<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Снижает штрафы к точности ночью и в подземных секторах
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Не суммируется с чертой «Ночные операции»
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Нельзя совмещать с обивкой или керамическими пластинами","<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Снижает штрафы к точности ночью и в подземных секторах
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Не суммируется с чертой «Ночные операции»
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Нельзя совмещать с обивкой или керамическими пластинами","","manual-translation","needs-english-after-memory-cleanup","jazz","213348209507","jazz:InventoryItem/NightVisionGoggles.lua:13 | jazz:items.lua:56575"
"216627067101","<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Слабая отдача 
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Надежный 
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Быстро стреляет 
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Лучшее оружие для вашей войны.","<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Слабая отдача 
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Надежный 
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Быстро стреляет 
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Лучшее оружие для вашей войны.","","manual-translation","needs-english-after-memory-cleanup","jazz","216627067101","jazz:InventoryItem/AK74.lua:16 | jazz:items.lua:24077"
"224168487168","<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Обеспечивает уверенное поражение целей обладающих 2-м классом брони
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Патроны низкого качества: пониженный урон, увеличенный износ","<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Обеспечивает уверенное поражение целей обладающих 2-м классом брони
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Патроны низкого качества: пониженный урон, увеличенный износ","","manual-translation","needs-english-after-memory-cleanup","jazz","224168487168","jazz:InventoryItem/_762NATO_HP.lua:14 | jazz:items.lua:9598"
"232973799458","<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Винтовка с ручным перезаряжанием 
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Неудобный 
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Медленно стреляет 
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Надежный 
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Дед проиграл","<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Винтовка с ручным перезаряжанием 
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Неудобный 
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Медленно стреляет 
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Надежный 
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Дед проиграл","","manual-translation","needs-english-after-memory-cleanup","jazz","232973799458","jazz:InventoryItem/Gewehr98.lua:16 | jazz:items.lua:26190"
"233007853795","<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Обеспечивает уверенное поражение целей обладающих 2-м классом брони
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Увеличенная эффективность прицеливания
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Повышенный шанс критического попадания
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Увеличенная дальность стрельбы без штрафов","<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Обеспечивает уверенное поражение целей обладающих 2-м классом брони
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Увеличенная эффективность прицеливания
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Повышенный шанс критического попадания
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Увеличенная дальность стрельбы без штрафов","","manual-translation","needs-english-after-memory-cleanup","jazz","233007853795","jazz:InventoryItem/_44CAL_Match.lua:13 | jazz:items.lua:9096"
"236109853304","<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Легкая пятидесятка 
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Точный 
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Дальнобойный 
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Медленно стреляет
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Огромная убойность 
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Тяжелый - ограничивает свободу движений","<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Легкая пятидесятка 
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Точный 
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Дальнобойный 
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Медленно стреляет
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Огромная убойность 
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Тяжелый - ограничивает свободу движений","","manual-translation","needs-english-after-memory-cleanup","jazz","236109853304","jazz:InventoryItem/BarretM82.lua:16 | jazz:items.lua:27468"
"236956584170","	Не ожидал встретить союзников, в этой мясорубке, мы не ожидали выжить в этом бою.
	Я - <em>команданте Контимир Бурда</em> из местной ячейки партизан. Мы выслеживали Рафаля, проклятый предатель, крыса, придурок и вор, один из кучи офицеров <em>Легиона</em>. Наконец эта тварь нашла свою смерть.","	Не ожидал встретить союзников, в этой мясорубке, мы не ожидали выжить в этом бою.
	Я - <em>команданте Контимир Бурда</em> из местной ячейки партизан. Мы выслеживали Рафаля, проклятый предатель, крыса, придурок и вор, один из кучи офицеров <em>Легиона</em>. Наконец эта тварь нашла свою смерть.","","manual-translation","needs-english-after-memory-cleanup","jazz-maps","236956584170","jazz-maps:items.lua:30873"
"237005758229","<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> очень низкий урон
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Сниженная дальнобойность
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Увеличенный сектор атаки
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Вызывает у цели <color EmStyle>случайные травмы</color>","<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> очень низкий урон
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Сниженная дальнобойность
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Увеличенный сектор атаки
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Вызывает у цели <color EmStyle>случайные травмы</color>","","manual-translation","needs-english-after-memory-cleanup","jazz","237005758229","jazz:InventoryItem/_12gauge_Saltshot.lua:14 | jazz:items.lua:9912"
"240638495863","<em>Тратит все ОД</em>
Любой враг, который совершает движение или действие спровоцирует <GameTerm('Interrupt')> с 1-2 уровнями прицеливания.
Точность зависит от параметра <em><dexterity></em>.
Количество атак зависит от количества ОД.","<em>Тратит все ОД</em>
Любой враг, который совершает движение или действие спровоцирует <GameTerm('Interrupt')> с 1-2 уровнями прицеливания.
Точность зависит от параметра <em><dexterity></em>.
Количество атак зависит от количества ОД.","","manual-translation","needs-english-after-memory-cleanup","jazz","240638495863","jazz:items.lua:64371"
