weapon_id,slot_index,slot_type,modifiable,can_be_empty,default_component,default_in_options,option_index,component_id,component_name,component_source,is_default,source_file,snapshot_commit
AA12,3,Scope,true,true,,true,7,JAZZ_NightScope,Ночной прицел (5х),jazz,false,InventoryItem/AA12.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AA12,3,Scope,true,true,,true,8,JAZZ_Scope_6x,Оптический Прицел 1-6x,jazz,false,InventoryItem/AA12.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AA12,3,Scope,true,true,,true,9,JAZZ_Scope_12x,Оптический Прицел Leupold Mark 4 (12x),jazz,false,InventoryItem/AA12.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AA12,3,Scope,true,true,,true,10,JAZZ_Scope_Scout,Оптический Прицел Vortex Crossfire II Scout Scope (2-7x),jazz,false,InventoryItem/AA12.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AA12,4,Side,true,true,,true,1,Flashlight_aa12,Фонарик,jazz,false,InventoryItem/AA12.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AA12,4,Side,true,true,,true,2,LaserDot_aa12,Коллиматор,jazz,false,InventoryItem/AA12.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AA12,4,Side,true,true,,true,3,FlashlightDot_aa12,Тактическое устройство,jazz,false,InventoryItem/AA12.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AA12,4,Side,true,true,,true,4,UVDot_aa12,УФ-прицел,jazz,false,InventoryItem/AA12.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AA12,5,Muzzle,true,true,,true,1,Suppressor,Глушитель,jazz,false,InventoryItem/AA12.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AA12,5,Muzzle,true,true,,true,2,Compensator,Компенсатор,jazz,false,InventoryItem/AA12.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AA52,1,Bipod,false,false,Bipod,true,1,Bipod,Сошки,jazz,true,InventoryItem/AA52.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
Agram2000,1,Magazine,false,false,MagNormal,true,1,MagNormal,Заводской магазин,jazz,true,InventoryItem/Agram2000.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
Agram2000,2,Muzzle,true,true,,true,1,PistolSuppressor,Глушитель,jazz,false,InventoryItem/Agram2000.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AK47,1,Bipod,true,true,,true,1,Bipod,Сошки,jazz,false,InventoryItem/AK47.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AK47,2,Under,true,true,,true,1,GP25,ГП-25,jazz,false,InventoryItem/AK47.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AK47,3,Magazine,true,false,MagNormal,true,1,MagNormal,Заводской магазин,jazz,true,InventoryItem/AK47.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AK47,3,Magazine,true,false,MagNormal,true,2,MagLarge,Расширенный магазин,jazz,false,InventoryItem/AK47.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AK47,3,Magazine,true,false,MagNormal,true,3,MagQuick,Быстросъемный магазин,jazz,false,InventoryItem/AK47.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AK47,4,Muzzle,false,true,,true,1,Compensator,Компенсатор,jazz,false,InventoryItem/AK47.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AK47,4,Muzzle,false,true,,true,2,Suppressor,Глушитель,jazz,false,InventoryItem/AK47.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AK74,1,Stock,true,false,StockNormal,true,1,StockNormal,Стандартный приклад,jazz,true,InventoryItem/AK74.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AK74,1,Stock,true,false,StockNormal,true,2,StockLightFolded,Складной приклад (Сложенный),jazz,false,InventoryItem/AK74.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AK74,1,Stock,true,false,StockNormal,true,3,StockLightUnFolded,Рамочный приклад (Разложенный),jazz,false,InventoryItem/AK74.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AK74,2,Handguard,false,false,Handguard,true,1,Handguard,Цевьё,jazz,true,InventoryItem/AK74.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AK74,3,Magazine,true,false,MagNormal,true,1,MagNormal,Заводской магазин,jazz,true,InventoryItem/AK74.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AK74,3,Magazine,true,false,MagNormal,true,2,MagLarge_30_45,Магазин на 45 патрон,jazz,false,InventoryItem/AK74.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AK74,4,Under,true,true,,true,1,GP25,ГП-25,jazz,false,InventoryItem/AK74.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AK74,5,Muzzle,false,false,,true,1,Compensator,Компенсатор,jazz,false,InventoryItem/AK74.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AK74,6,Bipod,true,true,,true,1,Bipod,Сошки,jazz,false,InventoryItem/AK74.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AK74,7,Scope,true,true,,true,1,JAZZ_Scope_PSO,Оптический Прицел ПСО (4x),jazz,false,InventoryItem/AK74.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AK74,7,Scope,true,true,,true,2,JAZZ_Reflex_Cobra,Коллиматор Кобра,jazz,false,InventoryItem/AK74.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AK74,7,Scope,true,true,,true,3,JAZZ_Reflex_PKAS,Коллиматор ПК-АА,jazz,false,InventoryItem/AK74.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AK74,7,Scope,true,true,,true,4,JAZZ_CombatScope_1P29,Тюльпан,jazz,false,InventoryItem/AK74.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AK74,7,Scope,true,true,,true,5,JAZZ_NightScope_NSPU,Ночной прицел НСПУ (3.5х),jazz,false,InventoryItem/AK74.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AKM,1,Under,true,true,,true,1,GP25,ГП-25,jazz,false,InventoryItem/AKM.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AKM,2,Stock,true,false,StockNormal,true,1,StockLightFolded,Складной приклад (Сложенный),jazz,false,InventoryItem/AKM.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AKM,2,Stock,true,false,StockNormal,true,2,StockLightUnFolded,Рамочный приклад (Разложенный),jazz,false,InventoryItem/AKM.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AKM,2,Stock,true,false,StockNormal,true,3,StockNormal,Стандартный приклад,jazz,true,InventoryItem/AKM.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AKM,3,Magazine,true,false,MagNormal,true,1,MagNormal,Заводской магазин,jazz,true,InventoryItem/AKM.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AKM,3,Magazine,true,false,MagNormal,true,2,MagLarge_30_40,Магазин на 40 патрон,jazz,false,InventoryItem/AKM.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AKM,3,Magazine,true,false,MagNormal,true,3,MagDrum_30-75,Бубен,jazz,false,InventoryItem/AKM.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AKM,4,Handguard,false,false,Handguard,true,1,Handguard,Цевьё,jazz,true,InventoryItem/AKM.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AKM,5,Scope,true,true,,true,1,JAZZ_Reflex_PKAS,Коллиматор ПК-АА,jazz,false,InventoryItem/AKM.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AKM,5,Scope,true,true,,true,2,JAZZ_Reflex_Cobra,Коллиматор Кобра,jazz,false,InventoryItem/AKM.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AKM,5,Scope,true,true,,true,3,JAZZ_Reflex_Aimpoint5000,Коллиматор Aimpoint5000,jazz,false,InventoryItem/AKM.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AKM,5,Scope,true,true,,true,4,JAZZ_Reflex_M68,Коллиматор Aimpoint M68,jazz,false,InventoryItem/AKM.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AKM,5,Scope,true,true,,true,5,JAZZ_Reflex_Eotech,Коллиматор Eotech,jazz,false,InventoryItem/AKM.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AKM,5,Scope,true,true,,true,6,JAZZ_Reflex_Closed,Коллиматор Закрытый,jazz,false,InventoryItem/AKM.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AKM,5,Scope,true,true,,true,7,JAZZ_Reflex_Open,Коллиматор Компактный,jazz,false,InventoryItem/AKM.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AKM,5,Scope,true,true,,true,8,JAZZ_CombatScope_ACOG,Штурмовой прицел ACOG (4x),jazz,false,InventoryItem/AKM.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AKM,5,Scope,true,true,,true,9,JAZZ_CombatScope_2x,Штурмовой прицел (2x),jazz,false,InventoryItem/AKM.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AKM,5,Scope,true,true,,true,10,JAZZ_CombatScope_1P29,Тюльпан,jazz,false,InventoryItem/AKM.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AKM,5,Scope,true,true,,true,11,JAZZ_Scope_PSO,Оптический Прицел ПСО (4x),jazz,false,InventoryItem/AKM.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AKM,5,Scope,true,true,,true,12,JAZZ_Scope_12x,Оптический Прицел Leupold Mark 4 (12x),jazz,false,InventoryItem/AKM.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AKM,5,Scope,true,true,,true,13,JAZZ_Scope_6x,Оптический Прицел 1-6x,jazz,false,InventoryItem/AKM.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AKM,5,Scope,true,true,,true,14,JAZZ_Scope_Scout,Оптический Прицел Vortex Crossfire II Scout Scope (2-7x),jazz,false,InventoryItem/AKM.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AKM,5,Scope,true,true,,true,15,JAZZ_NightScope,Ночной прицел (5х),jazz,false,InventoryItem/AKM.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AKM,5,Scope,true,true,,true,16,JAZZ_NightScope_NSPU,Ночной прицел НСПУ (3.5х),jazz,false,InventoryItem/AKM.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AKM,6,Muzzle,true,true,,true,1,Compensator,Компенсатор,jazz,false,InventoryItem/AKM.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AKM,6,Muzzle,true,true,,true,2,Suppressor,Глушитель,jazz,false,InventoryItem/AKM.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AKM,6,Muzzle,true,true,,true,3,SuppressorImproved,Улучшенный глушитель,jazz,false,InventoryItem/AKM.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AKM,7,Side,true,true,,true,1,Flashlight,Фонарик,jazz,false,InventoryItem/AKM.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AKM,7,Side,true,true,,true,2,FlashlightDot,Тактическое устройство,jazz,false,InventoryItem/AKM.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AKM,7,Side,true,true,,true,3,LaserDot,Лазерный целеуказатель,jazz,false,InventoryItem/AKM.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AKM,8,Bipod,true,true,,true,1,Bipod,Сошки,jazz,false,InventoryItem/AKM.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AKSU,1,Barrel,false,false,BarrelNormal,true,1,BarrelNormal,Стандартный ствол,jazz,true,InventoryItem/AKSU.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AKSU,2,Handguard,true,false,AKSU_Hanguard_Basic,true,1,AKSU_Hanguard_Basic,Default Handguard,vanilla_233360,true,InventoryItem/AKSU.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AKSU,2,Handguard,true,false,AKSU_Hanguard_Basic,true,2,AKSU_VerticalGrip,Вертикальная рукоять,jazz,false,InventoryItem/AKSU.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AKSU,3,Magazine,true,false,MagNormal,true,1,MagNormal,Заводской магазин,jazz,true,InventoryItem/AKSU.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AKSU,3,Magazine,true,false,MagNormal,true,2,MagLarge_30_45,Магазин на 45 патрон,jazz,false,InventoryItem/AKSU.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AKSU,4,Side,true,true,,true,1,Flashlight,Фонарик,jazz,false,InventoryItem/AKSU.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AKSU,4,Side,true,true,,true,2,LaserDot,Лазерный целеуказатель,jazz,false,InventoryItem/AKSU.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AKSU,4,Side,true,true,,true,3,FlashlightDot,Тактическое устройство,jazz,false,InventoryItem/AKSU.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AKSU,4,Side,true,true,,true,4,UVDot,УФ-прицел,jazz,false,InventoryItem/AKSU.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AKSU,5,Muzzle,true,true,Compensator,true,1,Compensator,Компенсатор,jazz,true,InventoryItem/AKSU.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AKSU,5,Muzzle,true,true,Compensator,true,2,ImprovisedSuppressor,Масляной фильтр,jazz,false,InventoryItem/AKSU.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AN94,1,Stock,true,false,StockLightUnFolded,true,1,StockLightFolded,Складной приклад (Сложенный),jazz,false,InventoryItem/AN94.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AN94,1,Stock,true,false,StockLightUnFolded,true,2,StockLightUnFolded,Рамочный приклад (Разложенный),jazz,true,InventoryItem/AN94.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AN94,2,Magazine,true,false,MagNormal,true,1,MagNormal,Заводской магазин,jazz,true,InventoryItem/AN94.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AN94,2,Magazine,true,false,MagNormal,true,2,MagLarge_30_45,Магазин на 45 патрон,jazz,false,InventoryItem/AN94.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AN94,3,Scope,true,true,,true,1,JAZZ_Scope_PSO,Оптический Прицел ПСО (4x),jazz,false,InventoryItem/AN94.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AN94,3,Scope,true,true,,true,2,JAZZ_Reflex_Cobra,Коллиматор Кобра,jazz,false,InventoryItem/AN94.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AN94,3,Scope,true,true,,true,3,JAZZ_Reflex_PKAS,Коллиматор ПК-АА,jazz,false,InventoryItem/AN94.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AN94,3,Scope,true,true,,true,4,JAZZ_CombatScope_1P29,Тюльпан,jazz,false,InventoryItem/AN94.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AN94,3,Scope,true,true,,true,5,JAZZ_NightScope_NSPU,Ночной прицел НСПУ (3.5х),jazz,false,InventoryItem/AN94.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AN94,4,Muzzle,false,false,,true,1,Compensator,Компенсатор,jazz,false,InventoryItem/AN94.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
APS,1,Magazine,false,false,MagNormal,true,1,MagNormal,Заводской магазин,jazz,true,InventoryItem/APS.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
APS,2,Muzzle,true,true,,true,1,ImprovisedSuppressor,Масляной фильтр,jazz,false,InventoryItem/APS.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
APS,2,Muzzle,true,true,,true,2,PistolSuppressor,Глушитель,jazz,false,InventoryItem/APS.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
APS,3,Freeswap,true,false,Freeswap,true,1,Freeswap,Пистолет,jazz,true,InventoryItem/APS.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
APS,4,Barrel,true,false,BarrelNormal_noSil,true,1,BarrelNormal_Sil,Ствол под глушитель,jazz,false,InventoryItem/APS.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
APS,4,Barrel,true,false,BarrelNormal_noSil,true,2,BarrelNormal_noSil,Стандартный ствол,jazz,true,InventoryItem/APS.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AR10,1,Scope,true,true,,true,1,JAZZ_Reflex_Aimpoint5000,Коллиматор Aimpoint5000,jazz,false,InventoryItem/AR10.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AR10,1,Scope,true,true,,true,2,JAZZ_Reflex_Closed,Коллиматор Закрытый,jazz,false,InventoryItem/AR10.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AR10,1,Scope,true,true,,true,3,JAZZ_Reflex_Eotech,Коллиматор Eotech,jazz,false,InventoryItem/AR10.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AR10,1,Scope,true,true,,true,4,JAZZ_Reflex_M68,Коллиматор Aimpoint M68,jazz,false,InventoryItem/AR10.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AR10,1,Scope,true,true,,true,5,JAZZ_CombatScope_2x,Штурмовой прицел (2x),jazz,false,InventoryItem/AR10.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AR10,1,Scope,true,true,,true,6,JAZZ_CombatScope_3x,Штурмовой прицел (3x),jazz,false,InventoryItem/AR10.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AR10,1,Scope,true,true,,true,7,JAZZ_CombatScope_ACOG,Штурмовой прицел ACOG (4x),jazz,false,InventoryItem/AR10.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AR10,1,Scope,true,true,,true,8,JAZZ_NightScope,Ночной прицел (5х),jazz,false,InventoryItem/AR10.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AR10,1,Scope,true,true,,true,9,JAZZ_Scope_6x,Оптический Прицел 1-6x,jazz,false,InventoryItem/AR10.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AR10,1,Scope,true,true,,true,10,JAZZ_Scope_12x,Оптический Прицел Leupold Mark 4 (12x),jazz,false,InventoryItem/AR10.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AR10,1,Scope,true,true,,true,11,JAZZ_Scope_Scout,Оптический Прицел Vortex Crossfire II Scout Scope (2-7x),jazz,false,InventoryItem/AR10.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AR10,2,Muzzle,true,true,,true,1,Compensator,Компенсатор,jazz,false,InventoryItem/AR10.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AR10DMR,1,Muzzle,true,true,,true,1,Compensator,Компенсатор,jazz,false,InventoryItem/AR10DMR.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AR10DMR,2,Scope,true,true,JAZZ_Scope_6x,true,1,JAZZ_Reflex_Aimpoint5000,Коллиматор Aimpoint5000,jazz,false,InventoryItem/AR10DMR.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AR10DMR,2,Scope,true,true,JAZZ_Scope_6x,true,2,JAZZ_Reflex_Closed,Коллиматор Закрытый,jazz,false,InventoryItem/AR10DMR.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AR10DMR,2,Scope,true,true,JAZZ_Scope_6x,true,3,JAZZ_Reflex_Eotech,Коллиматор Eotech,jazz,false,InventoryItem/AR10DMR.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AR10DMR,2,Scope,true,true,JAZZ_Scope_6x,true,4,JAZZ_Reflex_M68,Коллиматор Aimpoint M68,jazz,false,InventoryItem/AR10DMR.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AR10DMR,2,Scope,true,true,JAZZ_Scope_6x,true,5,JAZZ_CombatScope_2x,Штурмовой прицел (2x),jazz,false,InventoryItem/AR10DMR.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AR10DMR,2,Scope,true,true,JAZZ_Scope_6x,true,6,JAZZ_CombatScope_ACOG,Штурмовой прицел ACOG (4x),jazz,false,InventoryItem/AR10DMR.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AR10DMR,2,Scope,true,true,JAZZ_Scope_6x,true,7,JAZZ_NightScope,Ночной прицел (5х),jazz,false,InventoryItem/AR10DMR.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AR10DMR,2,Scope,true,true,JAZZ_Scope_6x,true,8,JAZZ_Scope_6x,Оптический Прицел 1-6x,jazz,true,InventoryItem/AR10DMR.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AR10DMR,2,Scope,true,true,JAZZ_Scope_6x,true,9,JAZZ_Scope_12x,Оптический Прицел Leupold Mark 4 (12x),jazz,false,InventoryItem/AR10DMR.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AR10DMR,2,Scope,true,true,JAZZ_Scope_6x,true,10,JAZZ_Scope_Scout,Оптический Прицел Vortex Crossfire II Scout Scope (2-7x),jazz,false,InventoryItem/AR10DMR.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AR10DMR,2,Scope,true,true,JAZZ_Scope_6x,true,11,DefaultIronsight_AR15,Стандартный механический прицел,jazz,false,InventoryItem/AR10DMR.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AR15,1,Scope,true,false,DefaultIronsight_AR15,true,1,ScopeCOG,Прицел малой кратности,jazz,false,InventoryItem/AR15.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AR15,1,Scope,true,false,DefaultIronsight_AR15,true,2,LROptics,Оптический прицел,jazz,false,InventoryItem/AR15.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AR15,1,Scope,true,false,DefaultIronsight_AR15,true,3,LROpticsAdvanced,Снайперский прицел с 10-кратным увеличением,jazz,false,InventoryItem/AR15.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AR15,1,Scope,true,false,DefaultIronsight_AR15,true,4,ThermalScope,Ночной прицел,jazz,false,InventoryItem/AR15.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AR15,1,Scope,true,false,DefaultIronsight_AR15,true,5,ReflexSight,Коллиматор,jazz,false,InventoryItem/AR15.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AR15,1,Scope,true,false,DefaultIronsight_AR15,true,6,DefaultIronsight_AR15,Стандартный механический прицел,jazz,true,InventoryItem/AR15.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AR15,1,Scope,true,false,DefaultIronsight_AR15,true,7,ImprovedIronsight_AR15,Ул. механический прицел,jazz,false,InventoryItem/AR15.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AR15,2,Magazine,true,false,MagNormal,true,1,MagNormal,Заводской магазин,jazz,true,InventoryItem/AR15.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AR15,2,Magazine,true,false,MagNormal,true,2,MagNormalFine,Улучшенный магазин,jazz,false,InventoryItem/AR15.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AR15,2,Magazine,true,false,MagNormal,true,3,MagLarge,Расширенный магазин,jazz,false,InventoryItem/AR15.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AR15,2,Magazine,true,false,MagNormal,true,4,MagLargeFine,Эргономичный увеличенный магазин,jazz,false,InventoryItem/AR15.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AR15,2,Magazine,true,false,MagNormal,true,5,MagQuick,Быстросъемный магазин,jazz,false,InventoryItem/AR15.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AR15,3,Barrel,true,false,BarrelNormal,true,1,BarrelNormal,Стандартный ствол,jazz,true,InventoryItem/AR15.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AR15,3,Barrel,true,false,BarrelNormal,true,2,BarrelNormalImproved,Нарезной ствол с возрастающим шагом,jazz,false,InventoryItem/AR15.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AR15,3,Barrel,true,false,BarrelNormal,true,3,BarrelShort,Короткий ствол,jazz,false,InventoryItem/AR15.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AR15,3,Barrel,true,false,BarrelNormal,true,4,BarrelShortImproved,Короткий нарезной ствол с возрастающим шагом,jazz,false,InventoryItem/AR15.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AR15,3,Barrel,true,false,BarrelNormal,true,5,BarrelLong,Удлиненный ствол,jazz,false,InventoryItem/AR15.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
AR15,3,Barrel,true,false,BarrelNormal,true,6,BarrelLongImproved,Удлиненный нарезной ствол с возрастающим шагом,jazz,false,InventoryItem/AR15.lua,5db078dfb2c9206f39e491a1d26b6e7f1f6f1220
