profile_id,nick,line,text
052,id052,077,Эй... здесь подводное те...<буль> те...<буль> те...<буль> течение!
052,id052,078,Все чисто.
052,id052,079,Сервис на уровне мировых стандартов.
052,id052,080,"Бррр! А что это за белая дрянь? Мы что, в Канаде?"
052,id052,081,Мне не по себе.
052,id052,082,"Если мы не отправимся как можно скорее, я до смерти окоченею."
052,id052,083,"Это никуда не ведет. Нужно сообразить, как открыть дверь снизу."
052,id052,084,"Не знаю, куда я должен идти. В конце концов, мы в туннеле."
052,id052,085,Только я мог оказаться в сугробе в одних плавках.
052,id052,086,"Боже, сколько самолетов. У меня от рева двигателей в ушах звенит."
052,id052,087,В этом городе чего-то сильно не хватает.
052,id052,088,Неплохое место для рыбалки.
052,id052,089,Черт! У нас недостаток в живой силе.
052,id052,090,"Не думаю, что наше появление будет для кого-нибудь сюрпризом."
052,id052,091,Весь отряд прошел. Теперь стоит устроить маленький сюрприз для людей на той стор
052,id052,092,"Старый мошенник. Проверьте, все ли наши вещи на месте."
052,id052,093,Такого арсенала я не видел даже у контрабандистов Чикаго.
052,id052,094,Хорошие последние слова!
052,id052,095,
052,id052,096,
052,id052,097,"Классная история, полковник. Как я понимаю, это все."
052,id052,098,
052,id052,099,
052,id052,100,Гм. Никогда не доводилось подержаться за одну из этих штук.
052,id052,101,"Может, это следует снова обдумать?"
052,id052,102,Забавно потерять кого-то поважнее.
052,id052,103,"Ну-ка, посмотрим, что мы откопали..."
052,id052,104,Наконец-то мы выбрались из этого змеиного гнезда.
052,id052,105,А вот и комитет по торжественной встрече.
052,id052,106,"Гм!.. Ручная мортира. Я слышал о таких, но не думал, что когда-нибудь увижу ее."
052,id052,107,"Наконец-то все мертвы. Теперь я знаю, почему их не бывает в зоопарке. Слишком оп"
052,id052,108,"Парень, с такой работой надо осторожнее обращаться с посылками. Дольше проживешь"
052,id052,109,"У меня ощущение, что мы крупно влипли. Надо рвать когти."
052,id052,110,"Надо как-нибудь открыть это. Наверно, придется действовать грубой силой, потому"
052,id052,111,Крепкая дверь!
052,id052,112,"Похоже, нам повезло... Я уверен, что слышал, как что-то открылось."
052,id052,113,Это не церковный колокол!
052,id052,114,Это для нас. Они отключили вентилятор.
052,id052,115,"Ого! Держу пари, Ричардс с Моханнедом будут писать крутым кипятком от счастья, к"
052,id052,116,"Все, дело сделано. Попрощайтесь с этим чудесным островом, ребята, мы летим домой"
052,id052,117,
052,id052,118,
052,id052,119,
054,id054,000,Еще агрессоры.
054,id054,001,Они здесь. Давай устроим шоу.
054,id054,002,"Пора убираться отсюда, пока я еще могу ходить!"
054,id054,003,
054,id054,004,
054,id054,005,
054,id054,006,Слышишь?
054,id054,007,
054,id054,008,Что-то не дает мне покоя.
054,id054,009,
054,id054,010,
054,id054,011,Гляди-ка.
054,id054,012,Что это там такое?
054,id054,013,Обойма пуста.
054,id054,014,Я ничего не чувствую...Смерть моя приходит.
054,id054,015,
054,id054,016,
054,id054,017,
054,id054,018,"Погоди-ка, я что-то не соображу. Что мне нужно делать?"
054,id054,019,Это проклятое ружье накрылось бедой - пардон.
054,id054,020,"Если я не выберусь отсюда, я поджарюсь!"
054,id054,021,Спасибо. Большое спасибо.
054,id054,022,"Ну... Лучше смотреть, чем трогать."
054,id054,023,"Отсюда вряд ли. Может быть, с другого места."
054,id054,024,"Если кровь не остановить, то скоро я потеряю сознание."
054,id054,025,Я засыпаю. Мне бы прилечь на часок.
054,id054,026,Я задыхаюсь. Погоди чуток.
054,id054,027,"Тебе конец, придурок."
054,id054,028,
054,id054,029,
054,id054,030,
054,id054,031,
054,id054,032,
054,id054,033,Я неделю не смогу прикоснуться к еде.
054,id054,034,
054,id054,035,Могу заняться чем-нибудь еще.
054,id054,036,Нет. Это не ко мне.
054,id054,037,Лучше бы она помучалась подольше... Хотя и так неплохо.
054,id054,038,"Ага, милашка! Труп из тебя классный!"
054,id054,039,"Похоже, этого придурка папа с мамой недоделали!"
054,id054,040,"В следующий раз займусь чем-нибудь поинтересней...например, отстрелом крыс в мет"
054,id054,041,"Господи, надеюсь, групповых фото не будет. Не хочу, чтобы меня видели с этим сбо"
054,id054,042,Бог ты мой! Нас атакуют с воздуха!
054,id054,043,"Во всем мире не хватит скотча, чтобы хоть как-нибудь скрепить все это."
054,id054,044,
054,id054,045,
054,id054,046,Я делаю успехи!
054,id054,047,Отстойный план.
054,id054,048,"Итак, Золотым Суппозиторием награждается..."
054,id054,049,
054,id054,050,
054,id054,051,
054,id054,052,
054,id054,053,
054,id054,054,
054,id054,055,
054,id054,056,Господи! Я не могу открыть глаза.
054,id054,057,Из этого ничего не выйдет.
054,id054,058,Приятный парень.
054,id054,059,Будь осторожен. Вокруг враги.
054,id054,060,"Мы нашли не всех, так что будем осторожны."
054,id054,061,Ух ты! Такое не каждый день увидишь.
054,id054,062,
054,id054,063,"Похоже, тот малыш от кого-то прячется."
054,id054,064,
054,id054,065,Ура! Теперь все чисто! Грязи не осталось.
054,id054,066,"Держись. Похоже, у нас проблема. Где эта хрень?"
054,id054,067,"Как ощущения, радость моя? Скажу по секрету, мне весьма приятно, как и всем оста"
054,id054,068,Чаппи!
054,id054,069,"Чудесно было пройти вместе огонь и воду. Спасибо за все - ну, ты понимаешь, о че"
054,id054,070,Они слиняли. Какая гадость.
054,id054,071,"Пойду вздремну. Как встану, позову тебя."
054,id054,072,"ОК, я возвращаюсь к работе."
054,id054,073,"Да, и для меня."
054,id054,074,Это нужно исправить.
054,id054,075,Ну и ну! Тут есть и живой.
054,id054,076,Я к этому и близко не подойду.
054,id054,077,Еще... минута... мне больше не продержаться...
054,id054,078,Я здесь. Жду инструкций.
054,id054,079,Наконец-то у нас станет полегче с экипировкой.
054,id054,080,Ох! Куда мы попали?
054,id054,081,"Ну... Он прав. По крайней мере, мы живы."
054,id054,082,"Нам надо идти. Хорошо бы туда, где поменьше снега."
054,id054,083,"Я не вижу выхода отсюда. Нам надо сообразить, как открыть ту дверь снизу."
054,id054,084,И куда я попаду?
054,id054,085,"Не могу поверить, что я попала в буран в одной драной майке. Кое-кто не сделал с"
054,id054,086,"Не думаю, что мы сумеем угнать вертолет."
054,id054,087,"Чудное место, не правда ли?"
054,id054,088,Какая прелестная речушка. Давайте искупнемся?
054,id054,089,"Хорошо бы все смогли пройти. Никто не знает, что там впереди."
054,id054,090,"Не думаю, что наше прибытие теперь будет неожиданным."
054,id054,091,Здорово! Мы все тут.
054,id054,092,"Фу, ну и запах. Ручаюсь, он не мылся со времен вселенского потопа."
054,id054,093,Он мог бы взять пару уроков по торговому делу.
054,id054,094,"Я прошла долгий путь, чтобы поглядеть на тебя!"
054,id054,095,"Я уверен, он знает, о чем говорит."
054,id054,096,"Чем больше, тем лучше."
054,id054,097,"Кто знает, даже я мог бы узнать от вас что-нибудь полезное."
054,id054,098,
054,id054,099,
054,id054,100,Что-то новое.
054,id054,101,"Не хочу портить праздник, но неужели мы правда собираемся лезть через вентилятор"
054,id054,102,Он должен был предчувствовать это.
054,id054,103,А ну дай-ка сюда...
054,id054,104,Хорошая работа. Они больше не будут угрожать .
054,id054,105,"Похоже, в здешних местах вывелась новая порода горных козлов."
054,id054,106,"Бог ты мой! Этой штуке, наверно, лет сто."
054,id054,107,Осталось только сделать уборку.
054,id054,108,Ну и идиот! Ха-ха-ха!
054,id054,109,"Остались только мелкие кусочки. И от него самого, и от всего, что у него было."
054,id054,110,"Это всегда случается, если кусачки оставить дома. Может, получится взять силой."
054,id054,111,"Посмотри на дверь... Не думаю, что ее можно открыть."
054,id054,112,"Там что-то сдвинулось, я слышала."
054,id054,113,"Я уверена, это не мы включили тревогу. Что же это такое?"
054,id054,114,Пора. Это наш шанс потихоньку проникнуть в нужное место.
054,id054,115,"Ага, это именно то, что мы искали. Теперь можно сваливать."
054,id054,116,"Думаю, этот лифт вывезет нас прямо на поверхность. О, а вот и кнопка."
054,id054,117,
054,id054,118,
054,id054,119,
055,id055,000,Вижу врага.
055,id055,001,У нас проблемы.
055,id055,002,Это для меня слишком!
055,id055,003,
055,id055,004,
055,id055,005,
055,id055,006,"Не знаю, что это был за звук, но мне он не нравится."
055,id055,007,
055,id055,008,Не нравится мне эта тишина.
055,id055,009,
055,id055,010,Эти штуки играют не по правилам!
055,id055,011,А это что?
055,id055,012,"Похоже, тут что-то есть."
055,id055,013,От пустого ружья мало толку.
055,id055,014,"Надеюсь, я выгляжу лучше, чем чувствую себя."
055,id055,015,
055,id055,016,
055,id055,017,
055,id055,018,Можно еще разок?
055,id055,019,Этому ружью конец.
055,id055,020,Становится жарковато!
055,id055,021,"Это что, наезд?"
055,id055,022,Мне вдруг очень захотелось жить.
055,id055,023,Я не слишком уверена в этом выстреле.
055,id055,024,"Эй, кто-нибудь может остановить кровь?"
055,id055,025,Я сейчас на ходу усну.
055,id055,026,Отдышаться бы.
055,id055,027,Еще один.
055,id055,028,Еще одно.
055,id055,029,
055,id055,030,
055,id055,031,
055,id055,032,
055,id055,033,Ненавижу смотреть на подобные вещи.
055,id055,034,
055,id055,035,Дело сделано.
055,id055,036,На такой приказ я не согласна.
055,id055,037,"Расходитесь по домам, здесь не на что смотреть."
055,id055,038,"Приходится считать, что у эта штука была зачем-то нужна... Но кабы я знала, заче"
055,id055,039,"Неловко говорить, но он полный дебил."
055,id055,040,"Похоже, от меня здесь толку мало. А для меня здесь еще меньше толку."
055,id055,041,"Похоже, все в этой команде интересуются только собой."
055,id055,042,Вражеские самолеты!
055,id055,043,"Все, что здесь есть, требует ремонта или замены. Так войну не ведут."
055,id055,044,
055,id055,045,
055,id055,046,А я молодец!
055,id055,047,"По-моему, лучше найти другой способ."
055,id055,048,"Неудивительно, что это не прошло."
055,id055,049,
055,id055,050,
055,id055,051,
055,id055,052,
055,id055,053,
055,id055,054,
055,id055,055,
055,id055,056,"Ох, мне в глаза попали. Огнем горят!"
055,id055,057,"Пожалуй, мне лучше заняться чем-нибудь другим."
055,id055,058,Лучше бы мне встретить ее в другой ситуации.
055,id055,059,Поблизости враги.
055,id055,060,По меньшей мере один из них остался неучтенным. Он может дождаться момента и сде
055,id055,061,Это может поднять мне настроение.
055,id055,062,
055,id055,063,
055,id055,064,При нас она не станет. Можешь рассчитывать.
055,id055,065,Один-ноль в нашу пользу! Врагам конец.
055,id055,066,Кое-что пропало.
055,id055,067,"Простите меня за холодный расчет, однако эта женщина по любому была полным нулем"
055,id055,068,Пума!
055,id055,069,Люди в Арулько теперь могут спать спокойнее. С неба можно ожидать только дождя.
055,id055,070,"Они, наверно, смылись. В этом секторе нет врагов."
055,id055,071,"Я вздремну, а потом вернусь к работе."
055,id055,072,"Отдохнула, продолжаю работать."
055,id055,073,Я тоже хотела это сказать.
055,id055,074,Профилактика могла бы предотвратить это. А теперь это лишь мертвый груз.
055,id055,075,"Здесь везде надписи ""смертельно""."
055,id055,076,Осторожно. Я бы держалась подальше.
055,id055,077,Помогите!.. Тону!.. Кто-нибудь!..
055,id055,078,Я прибыла. Жду дальнейших указаний.
055,id055,079,"Каков продавец, таков и товар."
055,id055,080,"Хорошо... Главное, руки-ноги сосчитать."
055,id055,081,"Да, бывает хуже, но реже."
055,id055,082,"Нужно двигаться. От того, что мы стоим, теплее не становится."
055,id055,083,"Похоже, здесь тупик... Должен быть способ открыть ту дверь снизу."
055,id055,084,"Ага... Просто сяду на ближайший автобус до Мемфиса. Может, ты забыл, но обратног"
055,id055,085,Это просто безумие. Мы же замерзнем до смерти.
055,id055,086,Даже в аэропорту Кеннеди самолетов меньше.
055,id055,087,Долго еще мы будем бродить туда-сюда?
055,id055,088,"По моему, здесь нет ничего интересного."
055,id055,089,"Нас стало меньше. Надеюсь, на вентиляторе нет крови."
055,id055,090,"После такого шума звонить в дверь не требуется. Думаю, можно сказать, что нас жд"
055,id055,091,"Похоже, все здесь. По крайней мере, никому не придется мыть лопасти вентилятора."
055,id055,092,"Может быть, нам тоже стоит внести пару предложений. Например, не оставлять гнусн"
055,id055,093,"Что за дела с этими торговцами оружием? Они что, близнецы-братья?"
055,id055,094,"У вас нет улик, правда?"
055,id055,095,"В случае с кем-то другим я бы не повелась, однако что-то в Руди заставляет меня"
055,id055,096,"Твои мятежники наверняка вокруг. Хорошо, что ты с нами."
055,id055,097,"Я буду следить за тобой, Биггенс. Любой намек на измену, и я сама спущу курок."
055,id055,098,
055,id055,099,
055,id055,100,"Эй, вот и новая игрушка. Слишком..."
055,id055,101,"Даже и думать не хочу о том, что может случиться, если кто-нибудь попадет под ло"
055,id055,102,"Не думаю, что твоя мамаша будет плакать."
055,id055,103,Дайте-ка посмотреть...
055,id055,104,"Такое чувство, будто меня облили дерьмом. Вот что значит связаться с политикой."
055,id055,105,"Здесь что, всех туристов так встречают?"
055,id055,106,Эта штука выглядит древней. Вряд ли она работает.
055,id055,107,"Ненавижу этих кошек! Надеюсь, их больше нет."
055,id055,108,"Должна признать... Это было весьма круто. Не думаю, что это было запланировано."
055,id055,109,"Очень жаль, но от его вещей ничего не осталось."
055,id055,110,"Жаль, что нечем это все перекусить. Придется действовать старым способом - хорош"
055,id055,111,"Не думаю, что здесь есть хотя бы дырка для ключа. Открыть ее будет непросто."
055,id055,112,"Ну... Похоже, что-то получилось. По-моему, все здание затряслось."
055,id055,113,"Не понимаю, что это за шум."
055,id055,114,"Пора двигаться, пока вентилятор не начал вертеться снова."
055,id055,115,"Черт, все зашифровано, только несколько слов и можно разобрать. Но все равно я д"
055,id055,116,"Все, пора убираться отсюда. Наверняка дверь в лифт открывает одна из кнопок на п"
055,id055,117,
055,id055,118,
055,id055,119,
055,id055,120,
056,id056,000,Опять они!
056,id056,001,"Ну, выдавим пару прыщиков."
056,id056,002,"Похоже, я попалась!"
056,id056,003,
056,id056,004,
056,id056,005,
056,id056,006,Я слышала какой-то шум.
056,id056,007,"Господи, ну и вонь."
056,id056,008,"У меня мурашки по коже. Похоже, скоро раскроются врата ада."
056,id056,009,
056,id056,010,
056,id056,011,Смотри.
056,id056,012,Кто-то что-то уронил.
056,id056,013,Эту штуку надо зарядить.
056,id056,014,"Я еще не умерла, но это единственная хорошая новость."
056,id056,015,
056,id056,016,
056,id056,017,
056,id056,018,Чего-то я запуталась.
056,id056,019,Это ружье поломалось как раз вовремя.
056,id056,020,Граната бы не помешала.
056,id056,021,"А, пустяки."
056,id056,022,"Хорошо, что я не боюсь смерти."
056,id056,023,Отсюда хорошего выстрела не сделать.
056,id056,024,У меня редкая группа крови. Лучше остановить кровотечение.
056,id056,025,Я сейчас упаду. Надо бы немного вздремнуть.
056,id056,026,Минутку... Я переведу дух.
056,id056,027,Кровь за кровь!
056,id056,028,Возвращайся в ад.
056,id056,029,
056,id056,030,
056,id056,031,
056,id056,032,
056,id056,033,"Ох, я не из брезгливых, но, похоже, сейчас проблююсь."
056,id056,034,
056,id056,035,Все готово. Найдите что-нибудь еще.
056,id056,036,Как-то не особо хочется.
056,id056,037,Это пустяки. Хотя я не отказалась бы повторить.
056,id056,038,Ага! Чертовски забавно вышло.
056,id056,039,Ну и дебил.
056,id056,040,"Лучше торговать вразнос, чем заниматься таким дерьмом."
056,id056,041,"Не знаю, из под какой колоды эти парни выползли, но они меня в дрожь вгоняют."
056,id056,042,Эти черти летят низко!
056,id056,043,Да за эту дрянь гроша ломаного не получишь.
056,id056,044,
056,id056,045,
056,id056,046,Я кое-чему научилась.
056,id056,047,А мозги вам не забыли выдать?
056,id056,048,А на что можно было надеяться? На чудо?
056,id056,049,
056,id056,050,
056,id056,051,
056,id056,052,
056,id056,053,
056,id056,054,
056,id056,055,
056,id056,056,Мне попали в глаза. Все расплывается.
056,id056,057,Да я всю жизнь могу пытаться сделать это.
056,id056,058,Ну и крендель.
056,id056,059,"Мы знаем, что враги здесь. Надо попытаться с ними расправиться."
056,id056,060,Они еще где-то здесь. Не будем расслабляться.
056,id056,061,
056,id056,062,Обожаю эту игрушку.
056,id056,063,
056,id056,064,"Не могу дождаться, когда она с этим познакомится. Когда я с ней разберусь, ей ос"
056,id056,065,"Да, детка. Это последние из ублюдков."
056,id056,066,"Может, кто-нибудь вернет пропажу, пока я не рассердилась?"
056,id056,067,"Сука. Лежи тихо. Знай, если она встанет, я застрелю ее снова. Это лучшее. Что я"
056,id056,068,Срань господня!
056,id056,069,"Я знала, что этот день придет. Я тоже довольна. Я рада, что все прошло быстро, и"
056,id056,070,"Похоже, эти сосунки наделали в штаны и сбежали. Как только мы появились тут."
056,id056,071,"Я прилягу на минутку. Я скажу, когда буду готова вернуться к работе."
056,id056,072,Я готова.
056,id056,073,"Эй, я первая это сказала."
056,id056,074,Эта штука сломана. Вряд ли ее стоит таскать.
056,id056,075,Ага! Эта штука грозит неприятностями.
056,id056,076,"Я не пошла бы туда, даже если бы это был единственный выход!"
056,id056,077,Тону! Господи! Спасите... <буль> Помогите!
056,id056,078,"Итак, каковы дальнейшие планы?"
056,id056,079,"Давайте воспринимать жизнь философски. В конце-концов, какая нам разница, кто пр"
056,id056,080,"Вот блин, фигня какая!"
056,id056,081,"Да, круто нас бабахнуло."
056,id056,082,Я себе задницу отморожу. Давайте двигаться.
056,id056,083,"Это никуда не ведет. Наверно, придется идти через дверь снизу."
056,id056,084,Забудь! С этого момента мы связаны друг с другом.
056,id056,085,"Бррр. Я чувствую себя, как курица в морозилке. Блин, ну и холод!"
056,id056,086,"Ух ты, сколько самолетов."
056,id056,087,"Может, чем осматривать местные достопримечательности,  лучше займемся наконец де"
056,id056,088,Я бы не против отдохнуть денек-другой в этом лесочке. И речушка славная...
056,id056,089,"Не всем удалось справится. Надеюсь, мы больше не понесем потерь."
056,id056,090,"Ну... Мы внутри, но я уверена, что об этом знают абсолютно все!"
056,id056,091,"Похоже, все здесь. Ну что, пора идти?"
056,id056,092,"Господи, что за мерзкий старикашка!"
056,id056,093,Ох! Он меня пугает.
056,id056,094,"Хрен тебе по всей морде, чувак!"
056,id056,095,"Мне кажется, он ничего не говорил о том, чтобы пойти с нами, правда?"
056,id056,096,
056,id056,097,"Итак, я должна поверить, что вы меняете сторону впервые, полковник? Это так, не"
056,id056,098,"И почему мне кажется, что один из нас должен стать нянькой?"
056,id056,099,
056,id056,100,Это совсем другое дело. Скорее бы испробовать.
056,id056,101,"Ох! Похоже, это небезопасно. Не знаю..."
056,id056,102,Фу... Он выглядит не особо!
056,id056,103,Позвольте взглянуть на письмо.
056,id056,104,"Да, это было сложное задание, но мы отлично справились и скоро будем дома."
056,id056,105,И как они здесь не замерзнут? Я бы ни за какие деньги не согласилась на такую ра
056,id056,106,
056,id056,107,"Похоже, проблему кошек мы решили. Их не слндовало держать в доме."
056,id056,108,Ух ты! Это круто! Ха-ха-ха! Ну и дебил!
056,id056,109,"Не смешно только то, что вместе с этим дебилом взорвались и все его вещи."
056,id056,110,"Без кусачек нам не пройти сквозь эту штуку тихо. Похоже, нам придется открывать"
056,id056,111,"На этой двери прямо написано: ""Никто сюда не войдет""."
056,id056,112,"Посмотрим, что это был за шум."
056,id056,113,"Хорошо, что я не здесь живу. Этот шум сводит меня с ума."
056,id056,114,Это сигнал вентилятора. У нас есть шанс.
056,id056,115,"Вот это да! Ребята, мы заслужили премиальные. Все, дело сделано, можно возвращат"
