stem,ru_text,wav_bytes,has_audio,source_txt
106,"Ага, значит, что у нас тут? Четырнадцатый век, индейское ружье для охоты на бизонов. Похоже, оно до сих пор действует.",124010,1,168_biggens.txt
107,Это была последняя из египетских кошек. Что-то они были слишком агрессивны.,75222,1,168_biggens.txt
108,"Неопытный, некомпетентный придурок! Пусть это будет уроком для всех вас. Взрывчатые вещества опасны в неумелых руках.",117154,1,168_biggens.txt
109,"Правда, этот придурок ухитрился взорвать все, что у него было.",60030,1,168_biggens.txt
110,"Ага, значит... Почти любую проблему можно решить правильно расположенным зарядом. Надо только укрыться и заткнуть уши.",127166,1,168_biggens.txt
111,"Примечательная дверь, я бы сказал. Настолько крепкая, что и взрывчатка не поможет.",61790,1,168_biggens.txt
112,"Я абсолютно уверен, там что-то открылось.",50230,1,168_biggens.txt
113,,0,0,168_biggens.txt
114,"Это тот сигнал, о котором я говорил. Правда, что-то слишком громко.",50066,1,168_biggens.txt
115,"Ага, значит... Я такое уже видел... Часть системы запуска ракет. Она представляла реальную угрозу Арулько. Ага... значит, сбежать отсюда можно и на подъемнике.",172022,1,168_biggens.txt
116,"Нужно установить на панели управления координаты исходной точки. Почти так же, как я сделал в Пакистане в конце шестидесятых. Только на этот раз должно получиться.",145626,1,168_biggens.txt
117,"На этой электростанции жуткий сигнал тревоги. Мертвого может разбудить. Этот страшный звук раздается каждый раз, когда они отключают вентилятор.",131878,1,168_biggens.txt
