stem,ru_text,wav_bytes,has_audio,source_txt
079,,0,0,174_lucky.txt
080,"Я сказал 'нет', у тебя плохая репутация.",43549,1,174_lucky.txt
081,"Я сказал 'нет', твоих людей часто убивают.",47983,1,174_lucky.txt
082,"Спасибо, но нет. Как-нибудь в другой раз.",45287,1,174_lucky.txt
083,Ты слишком долго ждал. Я отказываюсь.,41062,1,174_lucky.txt
084,"Это Люк Фабр, говорите, пожалуйста, после сигнала.",54646,1,174_lucky.txt
085,Я сейчас ухожу - bonne chance... ээ... Удачи!,60446,1,174_lucky.txt
086,Только не в одной команде со Злобным.,32615,1,174_lucky.txt
087,,111261,1,174_lucky.txt
088,"Вместе с Флоренс? Сожалею, не пойдет...",52714,1,174_lucky.txt
089,Мой контракт... Мы его продлеваем?,41750,1,174_lucky.txt
090,D'accord. Я согласен.,27141,1,174_lucky.txt
091,"D'accord, я согласен.",30082,1,174_lucky.txt
092,,0,0,174_lucky.txt
093,,0,0,174_lucky.txt
094,Вместе с Барри - ок... Но только вместе с Барри.,46773,1,174_lucky.txt
095,Mon Dieu! И ты еще спрашиваешь? Я говорю НЕТ!,50120,1,174_lucky.txt
096,Я сказал...,17238,1,174_lucky.txt
097,А как насчет денег?,24913,1,174_lucky.txt
098,Я ухожу.,17864,1,174_lucky.txt
099,Ты... Жертвуешь своими людьми слишком... быстро. Проклятье... Я ухожу.,76313,1,174_lucky.txt
100,Вместе с Злобным? Я отказываюсь.,34879,1,174_lucky.txt
101,,111261,1,174_lucky.txt
102,"Я не хочу работать вместе с Фло, поэтому я отказываюсь.",57107,1,174_lucky.txt
103,,0,0,174_lucky.txt
104,,0,0,174_lucky.txt
105,Хорошо. Я сделаю это ради Барри.,38880,1,174_lucky.txt
106,Я сказал...,16643,1,174_lucky.txt
107,Ты обращаешься ко мне... Но у тебя нет денег?,51801,1,174_lucky.txt
108,Алло!,13529,1,174_lucky.txt
109,Я - оружие массового поражения...,44439,1,174_lucky.txt
110,"Ну, чего мы ждем?",24011,1,174_lucky.txt
111,На какой срок?,20849,1,174_lucky.txt
112,Ты готов?,17578,1,174_lucky.txt
113,"Ненавижу работать со Злобным, он придурок.",39702,1,174_lucky.txt
114,,0,0,174_lucky.txt
115,Срок моего контракта скоро.... истекает.,42526,1,174_lucky.txt
116,"Теперь я стою дороже, потому что я стал лучше.",52842,1,174_lucky.txt
