stem,ru_text,wav_bytes,has_audio,source_txt
075,Здесь есть что-то загадочное.,12148,1,164_kulba.txt
076,"Похоже, с этой землей кто-то что-то делал. Мне не нравится, как она выглядит.",35700,1,164_kulba.txt
077,,0,0,164_kulba.txt
078,Я прибыл. Теперь надо найти мне занятие.,22644,1,164_kulba.txt
079,Наша переносная электронно-вычислительная машина снова исправна.,25460,1,164_kulba.txt
080,,0,0,164_kulba.txt
081,,0,0,164_kulba.txt
082,,0,0,164_kulba.txt
083,"Похоже, мы заблудились. Я знаю, о чем говорю. Отсюда нет выхода, и мы до сих пор не сообразили, как пройти через ту дверь.",47988,1,164_kulba.txt
084,"Ну уж нет! Мы вместе в это влипли. Кроме того, куда мне идти?",30324,1,164_kulba.txt
085,,0,0,164_kulba.txt
086,,0,0,164_kulba.txt
087,В этом Варрезе есть потенциал. Нужно только немного американской изобретательности и валюты. И большое казино! С Уэйном Ньютоном и кучей ярких огней.,60532,1,164_kulba.txt
088,,0,0,164_kulba.txt
089,"Здесь не все! Думаю, эта мясорубка превратила некоторых из нас в фарш.",25204,1,164_kulba.txt
090,"Ух ты! Мы, наверно, всех мертвых перебудили! Правда, так нам не пришлось лезть через эту мясорубку.",48500,1,164_kulba.txt
091,Мы все здесь. Все ухитрились проскочить через мясорубку.,28788,1,164_kulba.txt
092,"В этой мисс Клык определенно есть что-то привлекательное. Правда, это трудно объяснить. Рядом с ней я чувствую себя как-то уютнее.",63092,1,164_kulba.txt
093,"Я могу ошибаться, но этот парень немного похож... э... на кубинца. Надеюсь, это не так - вы ведь знаете, как мы, американцы относимся к этой стране.",71028,1,164_kulba.txt
094,"Ты уже готов, покойничек?",11380,1,164_kulba.txt
095,"То, что происходит с канадцами - это просто трагедия. Их вытаскивают прямо из чумов и продают в рабство. Наверно, конные полицейские должны лучше защищать своих граждан.",72564,1,164_kulba.txt
096,"Ты знаешь некого Пабло, работающего в аэропорту, Мануэль? Он что, член мафии?",32372,1,164_kulba.txt
097,"Тебе не говорили, что ты похож на Лоренса как бишь его? Того парня из ""Моста через реку""... как ее там?",38260,1,164_kulba.txt
098,"За меня не волнуйся. Я еще на прошлой неделе был главным в соседском патруле. Я знаю, как действовать на улицах.",46964,1,164_kulba.txt
099,,0,0,164_kulba.txt
100,,0,0,164_kulba.txt
101,"У меня какое-то странное чувство... На литейном заводе я видел, как парня засосало в вентиляционную систему. В конце концов его семье пришлось хоронить совок, на который его собрали.",83828,1,164_kulba.txt
102,"Это понюхай, нацист проклятый!",16500,1,164_kulba.txt
103,Дай эту бумагу сюда.,7796,1,164_kulba.txt
104,Словно на Четвертое июля. У меня аж слезы на глаза навернулись.,30580,1,164_kulba.txt
105,,0,0,164_kulba.txt
106,"Доисторическое ружье. Готов спорить, с таким на динозавров охотились.",24948,1,164_kulba.txt
107,"Наверно, это были бездомные кошки. Надеюсь, мы не наткнемся на бродячих собак.",38516,1,164_kulba.txt
108,"Ха! Довольно забавно. Он, наверно, не прочь повторить.",28020,1,164_kulba.txt
109,"Здесь все разнесло на куски. Собрать это будет посложнее, чем головоломку.",28020,1,164_kulba.txt
110,"Были бы у меня с собой инструменты. У меня в гараже достаточно кусачек, чтобы сотню таких поперекусывать. Придется проломать это и поднять шум.",65652,1,164_kulba.txt
111,Ух ты! Вот это дверь!,11124,1,164_kulba.txt
112,Кто-нибудь еще слышал? Что-то там снизу сдвинулось.,30836,1,164_kulba.txt
113,"Наверно, на заводе обеденный перерыв. Навевает воспоминания.",31092,1,164_kulba.txt
114,Это пожарная тревога - вентилятор перестал крутиться.,20596,1,164_kulba.txt
115,"Очень интересно. Похоже на инструкции по запуску ракет. Готов поспорить, что смогу запустить одну из них так, чтобы она вернулась прямо сюда. То есть... Вряд ли это особенно сложно.",85108,1,164_kulba.txt
116,"Я просто побалуюсь с пультом, и дело сделано! Ох... Отсюда надо будет побыстрее смыться. Что там с подъемником?",52852,1,164_kulba.txt
