stem,ru_text,wav_bytes,has_audio,source_txt
026,"Давай, Рудольф... дыши!",31471,1,177_rudolf.txt
027,Ja-a!,12240,1,177_rudolf.txt
028,"Не шевелится, крошка. Ха!",34807,1,177_rudolf.txt
029,"Сначала Милтон, этот клоун, мне нравился - но теперь он мне нужен, как чирей на заднице.",83599,1,177_rudolf.txt
030,,0,0,177_rudolf.txt
031,"Я здесь, чтобы делать эту чертову работу, а не чтобы отвлекаться на таких идиотов, как Бык!",78119,1,177_rudolf.txt
032,Майк ушел в историю.,27671,1,177_rudolf.txt
033,"Слава богу, мертвым все равно, как они выглядят.",62128,1,177_rudolf.txt
034,,46717,1,177_rudolf.txt
035,Я готов!,20303,1,177_rudolf.txt
036,Я отказываюсь выполнять этот приказ..,42490,1,177_rudolf.txt
037,Это нужно было сделать еще много лет назад.,48906,1,177_rudolf.txt
038,"Может быть, 'Гринпис' и будет вопить об убийстве - но не я.",62031,1,177_rudolf.txt
039,Чертов урод.,25717,1,177_rudolf.txt
040,"Все это дерьмо... В том, что мы делаем, нет никакого смысла.",73877,1,177_rudolf.txt
041,"Остальные должны взять себя в руки. Если они этого не сделают, мы обречены на поражение...",95724,1,177_rudolf.txt
042,Атака с воздуха!,24495,1,177_rudolf.txt
043,"Может быть, лучше отдать все это врагу... Гениальный стратегический ход - тогда ИМ придется воевать этим дерьмом.",114451,1,177_rudolf.txt
044,"Этим придуркам еще есть, чему поучиться... А первым делом - научиться отрывать Свои задницы от стула!",100166,1,177_rudolf.txt
045,,0,0,177_rudolf.txt
046,Иногда моя гениальность поражает даже меня самого...,45364,1,177_rudolf.txt
047,"Это же шутка, так? Не-е-ет... Ты серьезно... Ты действительно имеешь это в виду?!",75485,1,177_rudolf.txt
048,"Что я могу сказать? Я знал, что это дерьмовый план.",56914,1,177_rudolf.txt
049,"Этот парень... да-да, Милтон! Он полный петух. Скажите мне, что он тут случайно или это просто совпадение... ПОЖАЛУЙСТА!",107616,1,177_rudolf.txt
050,,0,0,177_rudolf.txt
051,Лора все делает правильно... Какая девочка!,53821,1,177_rudolf.txt
052,Должен высказать свое уважение. Эти военные из Восточной Германии чертовски хороши.,86378,1,177_rudolf.txt
053,МНЕ НРАВИТСЯ этот Гельмут Грунтер... Все это слышали?,58433,1,177_rudolf.txt
054,"Мне кажется, еще рановато.",34700,1,177_rudolf.txt
055,Хренов Майк?..,24546,1,177_rudolf.txt
056,Темно... Я ничего не вижу!..,45689,1,177_rudolf.txt
057,Этого нельзя сделать.,37389,1,177_rudolf.txt
058,Здесь приятные люди... Только надо правильно к ним относиться. Это важно.,74129,1,177_rudolf.txt
059,Ахтунг!!! Враг здесь - перестреляем их всех!,51846,1,177_rudolf.txt
060,Не расслабляйтесь... Мы еще не отловили всех этих гадов.,52394,1,177_rudolf.txt
061,Что это?,16961,1,177_rudolf.txt
062,Хорошая пушка.,27085,1,177_rudolf.txt
063,Это Джои - хватайте его!,33865,1,177_rudolf.txt
064,"Мы здесь, чтобы решить эту проблему. Проблемы больше не будет.",65260,1,177_rudolf.txt
065,Мы все зачистили.,29380,1,177_rudolf.txt
066,"Здесь чего-то не хватает - нам пытаются задурить мозги... Но он об этом пожалеет, кто бы он ни был... потому что когда я узнаю, кто он такой, я заставлю его сожрать свой собственный член с горчицей!",201115,1,177_rudolf.txt
067,Все равно она была тупой сукой...,41907,1,177_rudolf.txt
068,Здоровая кошка!,27131,1,177_rudolf.txt
069,"Наша операция была хорошо спланирована - во всех смыслах. Надеюсь, что мы помогли этой стране... И всему миру.",118588,1,177_rudolf.txt
070,"Кажется, мы остались в одиночестве... Может быть, враг отступил, чтобы малость подумать о своей стратегии.",92468,1,177_rudolf.txt
071,А сейчас я должен немного поспать.,44226,1,177_rudolf.txt
072,Я готов действовать!,34113,1,177_rudolf.txt
073,Я тоже так считаю.,24126,1,177_rudolf.txt
074,Этой штуковине капут!,29814,1,177_rudolf.txt
075,Осторожно! Это очень похоже на ловушку.,43310,1,177_rudolf.txt
076,"Ахтунг, там на земле что-то есть!",35603,1,177_rudolf.txt
077,Рыбы тут трахаются... А я тону... (бульканье...),66492,1,177_rudolf.txt
078,Я здесь. Жду указаний.,29263,1,177_rudolf.txt
079,,0,0,177_rudolf.txt
080,"Я всегда работаю только с хорошими людьми, ja? И у меня НЕТ причин думать, что ты принадлежишь к этой категории.",90222,1,177_rudolf.txt
081,"Я не уверен, что все потери в твоей команде были так уж оправданы... И еще мне кажется, что тебе нет никакого дела до жизней твоих людей... Я так не работаю.",144621,1,177_rudolf.txt
082,Я не могу разговаривать прямо сейчас... Мне нужно отвезти собаку к ветеринару.,68080,1,177_rudolf.txt
083,"Решаешь все в последнюю минуту, да? Это лучший способ заставить меня сказать ""до свидания""... В следующий раз обращайся раньше.",117653,1,177_rudolf.txt
084,"Говорит Рудольф Штайгер. Оставьте сообщение. Возможно, я перезвоню.",67056,1,177_rudolf.txt
085,Моя роль сыграна - желаю удачи.,35876,1,177_rudolf.txt
086,"Ты просишь меня присоединиться? И ты уже нанял этого идиота Милтона? Не-е-ет... Мама всегда говорила мне, что профи и клинические идиоты вместе не работают. Иди к черту.",168677,1,177_rudolf.txt
087,,40105,1,177_rudolf.txt
088,"Знаешь, я из тех парней, которые учатся на своих ошибках - и мы с Мистером Племенным Быком больше НИКОГДА не окажемся в одной команде.",131723,1,177_rudolf.txt
089,Заинтересован в продлении контракта? Я бы не отказался...,64706,1,177_rudolf.txt
090,Выпьем за долгое и взаимовыгодное сотрудничество...,66054,1,177_rudolf.txt
091,"Отлично, уже еду.",33995,1,177_rudolf.txt
092,"Я никогда не откажусь провести время с моей малышкой - то, что Лора Колин в твоей команде, это большой плюс... А для этой работы тебе понадобится очень много больших плюсов, чертов камикадзе...",184467,1,177_rudolf.txt
093,"Тебе удалось нанять Хеннинга - это меня удивляет, должен признать... он настоящий профи. Хорошо, раз он в команде, можешь рассчитывать и на меня.",142023,1,177_rudolf.txt
094,"Бог знает, как тебе удалось убедить присоединиться к тебе Гельмута Грунтера, но ты это сделал. Я с тобой - мне нравится с ним работать.",121012,1,177_rudolf.txt
095,"Ты действительно считаешь, что я соглашусь работать с тобой после той последней операции? Пошел ты!..",94268,1,177_rudolf.txt
096,Я сказал...,16736,1,177_rudolf.txt
097,Мне не нравится работать на самонадеянных уродов... Не говоря уж о ЖАЛКИХ самонадеянных уродов! Ауф видер-мать твою-зэйен!,121655,1,177_rudolf.txt
098,"Мы оба знаем, что ты неправ - но я уезжаю.",54152,1,177_rudolf.txt
099,"Уровень смертности в твоей команде очень высок - ты относишься к людям, как к куску дерьма - смываешь и забываешь нахрен...",123209,1,177_rudolf.txt
100,"Тупоголовость передается в семье Милтона по наследству, но в его случае она еще и охренительно быстро прогрессирует.",121582,1,177_rudolf.txt
101,,40105,1,177_rudolf.txt
102,"Если тебе нравятся тупые гориллы и безмозглые убийцы, Бык - это то, что тебе нужно... Но тогда тебе придется обойтись без меня...",120672,1,177_rudolf.txt
103,"Мы с Лорой скоро будем отмечать юбилей... Когда она рядом со мной, я готов взяться даже за такое... Рисковое дело...",112694,1,177_rudolf.txt
104,"Мне нравится смотреть, как работает Хеннинг. Он - настоящий профессионал, и ради этого я готов продлить контракт - несмотря на все свои сомнения в отношении этой операции.",163652,1,177_rudolf.txt
105,"Когда Гельмут Грунтер берет на себя сложную задачу, она становится легкой. Так что я остаюсь... Но попрошу внести в протокол... эта операция - полный отстой.",168663,1,177_rudolf.txt
106,Я сказал...,16433,1,177_rudolf.txt
107,"Эй - знаешь, кто такой ЖСУ? Ага, тебе интересно? Это значит... жалкий... самонадеянный... Урод... Надеюсь, ты понял, о ком я?",154548,1,177_rudolf.txt
108,Привет...,13318,1,177_rudolf.txt
109,"Мне есть, чем заняться...",30858,1,177_rudolf.txt
110,И долго я тут буду загорать?,33536,1,177_rudolf.txt
111,Как долго продлится контракт?,31118,1,177_rudolf.txt
112,"Позвони, когда ты определишься, что тебе от меня надо...",55153,1,177_rudolf.txt
113,"Хренов Милтон? Когда-то я попал с ним в одну команду... Я удивлен, что психованный придурок еще жив... он почти угробил нас всех, и мне совсем... СОВСЕМ не хочется вспоминать ту историю.",189988,1,177_rudolf.txt
114,,0,0,177_rudolf.txt
115,Помни - срок моего контракта истекает.,48863,1,177_rudolf.txt
116,Я улучшил свои навыки - неужели это не отразится на моем гонораре?,75858,1,177_rudolf.txt
