stem,ru_text,wav_bytes,has_audio,source_txt
098,"Мне кажется, ты сам не знаешь, чего хочешь.",48531,1,172_scream.txt
099,"Мне не нравится, как ты обращаешься с жизнями и здоровьем своих людей. Другими словами, мне не нравится твой стиль.",120816,1,172_scream.txt
100,"Я чувствую китайскую углозу! Плости, я плавда не могу плодлить контлакт.",87966,1,172_scream.txt
101,,0,0,172_scream.txt
102,"Присутствие Рыси поломает всю операцию. Прости, но я думаю, что поищу другой контракт.",103334,1,172_scream.txt
103,"Эй, если Янно на борту, то и я тоже. Мы двое - хорошая команда.",85006,1,172_scream.txt
104,,0,0,172_scream.txt
105,"Я думаю, это глупость... но если Виктор остается, может быть, у нас еще есть шанс.",106161,1,172_scream.txt
106,Я тебе говорю...,24012,1,172_scream.txt
107,"Спасибо, но ты же не думаешь, что я буду работать бесплатно?",66372,1,172_scream.txt
108,"Леннарт на связи, привет...",33653,1,172_scream.txt
109,Ночная операция... Она пошла бы мне на пользу.,59290,1,172_scream.txt
110,Чего мы ждем?,18164,1,172_scream.txt
111,"Месяц, год... О каком сроке мы говорим?",47705,1,172_scream.txt
112,Сначала думай - потом звони.,38343,1,172_scream.txt
113,Китайский чудо-мальчик и я очень плохо лаботаем вместе. Плавда.,73095,1,172_scream.txt
114,,0,0,172_scream.txt
115,"Просто напоминаю, что мой контракт скоро закончится.",67478,1,172_scream.txt
116,"Мои показатели улучшились, мой гонорар должен им соответствовать. Ты знаешь, что я этого стою...",110827,1,172_scream.txt
